comune,provincia,type,min_per_m2_cents,max_per_m2_cents,period,basis,zones_used
BERGAMO,BG,apartment,157500,220000,2025S2,zone_median,22
BERGAMO,BG,house,177500,227500,2025S2,zone_median,12
BERGAMO,BG,commercial,145000,205000,2025S2,zone_median,20
BERGAMO,BG,villa,177500,227500,2025S2,zone_median,12
ADRARA SAN MARTINO,BG,apartment,85000,100000,2025S2,zone_median,1
ADRARA SAN MARTINO,BG,house,100000,110000,2025S2,zone_median,1
ADRARA SAN MARTINO,BG,villa,100000,110000,2025S2,zone_median,1
ADRARA SAN MARTINO,BG,commercial,100000,120000,2025S2,zone_median,1
ADRARA SAN ROCCO,BG,apartment,70000,90000,2025S2,zone_median,1
ADRARA SAN ROCCO,BG,house,100000,130000,2025S2,zone_median,1
ADRARA SAN ROCCO,BG,villa,100000,130000,2025S2,zone_median,1
ADRARA SAN ROCCO,BG,commercial,100000,120000,2025S2,zone_median,1
ALBANO SANT`ALESSANDRO,BG,apartment,135000,175000,2025S2,zone_median,1
ALBANO SANT`ALESSANDRO,BG,house,130000,180000,2025S2,zone_median,1
ALBANO SANT`ALESSANDRO,BG,villa,130000,180000,2025S2,zone_median,1
ALBANO SANT`ALESSANDRO,BG,commercial,130000,190000,2025S2,zone_median,1
ALBINO,BG,apartment,115000,160000,2025S2,zone_median,3
ALBINO,BG,house,120000,150000,2025S2,zone_median,4
ALBINO,BG,villa,120000,150000,2025S2,zone_median,4
ALBINO,BG,commercial,135000,190000,2025S2,zone_median,2
ALGUA,BG,apartment,71000,86000,2025S2,zone_median,2
ALGUA,BG,house,82000,120000,2025S2,zone_median,2
ALGUA,BG,villa,82000,120000,2025S2,zone_median,2
ALGUA,BG,commercial,88500,110000,2025S2,zone_median,2
ALME`,BG,apartment,125000,160000,2025S2,zone_median,1
ALME`,BG,house,140000,170000,2025S2,zone_median,1
ALME`,BG,villa,140000,170000,2025S2,zone_median,1
ALME`,BG,commercial,130000,170000,2025S2,zone_median,1
VILLA D`ALME,BG,apartment,125000,147500,2025S2,zone_median,2
VILLA D`ALME,BG,house,160000,190000,2025S2,zone_median,1
VILLA D`ALME,BG,commercial,105000,155000,2025S2,zone_median,2
VILLA D`ALME,BG,villa,160000,190000,2025S2,zone_median,1
ALMENNO SAN BARTOLOMEO,BG,apartment,107500,145000,2025S2,zone_median,2
ALMENNO SAN BARTOLOMEO,BG,house,117500,160000,2025S2,zone_median,2
ALMENNO SAN BARTOLOMEO,BG,villa,117500,160000,2025S2,zone_median,2
ALMENNO SAN BARTOLOMEO,BG,commercial,125000,167500,2025S2,zone_median,2
ALMENNO SAN SALVATORE,BG,apartment,110000,160000,2025S2,zone_median,1
ALMENNO SAN SALVATORE,BG,house,115000,170000,2025S2,zone_median,1
ALMENNO SAN SALVATORE,BG,villa,115000,170000,2025S2,zone_median,1
ALMENNO SAN SALVATORE,BG,commercial,130000,160000,2025S2,zone_median,1
ALZANO LOMBARDO,BG,apartment,115000,150000,2025S2,zone_median,5
ALZANO LOMBARDO,BG,house,160000,180000,2025S2,zone_median,5
ALZANO LOMBARDO,BG,villa,160000,180000,2025S2,zone_median,5
ALZANO LOMBARDO,BG,commercial,145000,190000,2025S2,zone_median,2
AMBIVERE,BG,apartment,85000,105000,2025S2,zone_median,1
AMBIVERE,BG,house,100000,120000,2025S2,zone_median,1
AMBIVERE,BG,villa,100000,120000,2025S2,zone_median,1
AMBIVERE,BG,commercial,90000,130000,2025S2,zone_median,1
ANTEGNATE,BG,apartment,82000,105000,2025S2,zone_median,1
ANTEGNATE,BG,house,90000,115000,2025S2,zone_median,2
ANTEGNATE,BG,villa,90000,115000,2025S2,zone_median,2
ANTEGNATE,BG,commercial,110000,140000,2025S2,zone_median,1
ARCENE,BG,apartment,80000,115000,2025S2,zone_median,1
ARCENE,BG,house,97000,125000,2025S2,zone_median,1
ARCENE,BG,villa,97000,125000,2025S2,zone_median,1
ARCENE,BG,commercial,110000,140000,2025S2,zone_median,1
ARDESIO,BG,apartment,90000,120000,2025S2,zone_median,1
ARDESIO,BG,house,92000,125000,2025S2,zone_median,2
ARDESIO,BG,villa,92000,125000,2025S2,zone_median,2
ARDESIO,BG,commercial,91000,115000,2025S2,zone_median,2
ARZAGO D`ADDA,BG,apartment,85000,105000,2025S2,zone_median,1
ARZAGO D`ADDA,BG,house,96500,120000,2025S2,zone_median,2
ARZAGO D`ADDA,BG,villa,96500,120000,2025S2,zone_median,2
ARZAGO D`ADDA,BG,commercial,90000,140000,2025S2,zone_median,1
AVERARA,BG,apartment,73000,89000,2025S2,zone_median,1
AVERARA,BG,house,82000,120000,2025S2,zone_median,1
AVERARA,BG,villa,82000,120000,2025S2,zone_median,1
AVERARA,BG,commercial,90000,110000,2025S2,zone_median,1
AVIATICO,BG,apartment,90000,110000,2025S2,zone_median,1
AVIATICO,BG,house,110000,130000,2025S2,zone_median,1
AVIATICO,BG,villa,110000,130000,2025S2,zone_median,1
AVIATICO,BG,commercial,100000,130000,2025S2,zone_median,1
AZZANO SAN PAOLO,BG,apartment,120000,155000,2025S2,zone_median,1
AZZANO SAN PAOLO,BG,house,155000,180000,2025S2,zone_median,1
AZZANO SAN PAOLO,BG,villa,155000,180000,2025S2,zone_median,1
AZZANO SAN PAOLO,BG,commercial,120000,170000,2025S2,zone_median,1
AZZONE,BG,apartment,60000,70000,2025S2,zone_median,1
AZZONE,BG,house,70000,80000,2025S2,zone_median,1
AZZONE,BG,villa,70000,80000,2025S2,zone_median,1
AZZONE,BG,commercial,70000,90000,2025S2,zone_median,1
BAGNATICA,BG,apartment,100000,140000,2025S2,zone_median,2
BAGNATICA,BG,house,120000,140000,2025S2,zone_median,1
BAGNATICA,BG,villa,120000,140000,2025S2,zone_median,1
BAGNATICA,BG,commercial,130000,190000,2025S2,zone_median,1
BARBATA,BG,apartment,80000,100000,2025S2,zone_median,1
BARBATA,BG,house,97000,115000,2025S2,zone_median,1
BARBATA,BG,villa,97000,115000,2025S2,zone_median,1
BARBATA,BG,commercial,90000,130000,2025S2,zone_median,1
BARIANO,BG,apartment,76000,94000,2025S2,zone_median,1
BARIANO,BG,house,97000,115000,2025S2,zone_median,1
BARIANO,BG,villa,97000,115000,2025S2,zone_median,1
BARIANO,BG,commercial,90000,130000,2025S2,zone_median,1
BARZANA,BG,apartment,84000,100000,2025S2,zone_median,1
BARZANA,BG,house,90000,120000,2025S2,zone_median,1
BARZANA,BG,villa,90000,120000,2025S2,zone_median,1
BARZANA,BG,commercial,90000,130000,2025S2,zone_median,1
BEDULITA,BG,apartment,73000,86000,2025S2,zone_median,1
BEDULITA,BG,house,75000,110000,2025S2,zone_median,1
BEDULITA,BG,villa,75000,110000,2025S2,zone_median,1
BEDULITA,BG,commercial,80000,100000,2025S2,zone_median,1
BERBENNO,BG,apartment,73000,90000,2025S2,zone_median,1
BERBENNO,BG,house,76000,110000,2025S2,zone_median,1
BERBENNO,BG,villa,76000,110000,2025S2,zone_median,1
BERBENNO,BG,commercial,90000,120000,2025S2,zone_median,1
BERZO SAN FERMO,BG,apartment,70000,90000,2025S2,zone_median,1
BERZO SAN FERMO,BG,house,90000,100000,2025S2,zone_median,1
BERZO SAN FERMO,BG,villa,90000,100000,2025S2,zone_median,1
BERZO SAN FERMO,BG,commercial,90000,130000,2025S2,zone_median,1
BIANZANO,BG,apartment,90000,100000,2025S2,zone_median,1
BIANZANO,BG,house,100000,110000,2025S2,zone_median,1
BIANZANO,BG,villa,100000,110000,2025S2,zone_median,1
BIANZANO,BG,commercial,90000,130000,2025S2,zone_median,1
BLELLO,BG,apartment,70000,80000,2025S2,zone_median,1
BLELLO,BG,house,76000,97000,2025S2,zone_median,1
BLELLO,BG,villa,76000,97000,2025S2,zone_median,1
BLELLO,BG,commercial,80000,100000,2025S2,zone_median,1
BOLGARE,BG,apartment,95000,135000,2025S2,zone_median,1
BOLGARE,BG,house,100000,140000,2025S2,zone_median,1
BOLGARE,BG,villa,100000,140000,2025S2,zone_median,1
BOLGARE,BG,commercial,90000,130000,2025S2,zone_median,1
BOLTIERE,BG,apartment,125000,150000,2025S2,zone_median,1
BOLTIERE,BG,house,120000,160000,2025S2,zone_median,2
BOLTIERE,BG,villa,120000,160000,2025S2,zone_median,2
BOLTIERE,BG,commercial,90000,140000,2025S2,zone_median,1
BONATE SOTTO,BG,apartment,115000,150000,2025S2,zone_median,1
BONATE SOTTO,BG,house,110000,165000,2025S2,zone_median,1
BONATE SOTTO,BG,villa,110000,165000,2025S2,zone_median,1
BONATE SOTTO,BG,commercial,90000,130000,2025S2,zone_median,1
BONATE SOPRA,BG,apartment,130000,175000,2025S2,zone_median,3
BONATE SOPRA,BG,house,115000,170000,2025S2,zone_median,1
BONATE SOPRA,BG,villa,115000,170000,2025S2,zone_median,1
BONATE SOPRA,BG,commercial,90000,130000,2025S2,zone_median,1
BORGO DI TERZO,BG,apartment,90000,100000,2025S2,zone_median,1
BORGO DI TERZO,BG,house,100000,120000,2025S2,zone_median,1
BORGO DI TERZO,BG,villa,100000,120000,2025S2,zone_median,1
BORGO DI TERZO,BG,commercial,90000,130000,2025S2,zone_median,1
BOSSICO,BG,apartment,70000,90000,2025S2,zone_median,1
BOSSICO,BG,house,89500,110000,2025S2,zone_median,2
BOSSICO,BG,villa,89500,110000,2025S2,zone_median,2
BOSSICO,BG,commercial,90000,110000,2025S2,zone_median,1
BOTTANUCO,BG,apartment,100000,150000,2025S2,zone_median,1
BOTTANUCO,BG,house,100000,130000,2025S2,zone_median,1
BOTTANUCO,BG,villa,100000,130000,2025S2,zone_median,1
BOTTANUCO,BG,commercial,90000,130000,2025S2,zone_median,1
BRACCA,BG,apartment,72000,91000,2025S2,zone_median,1
BRACCA,BG,house,81000,120000,2025S2,zone_median,2
BRACCA,BG,villa,81000,120000,2025S2,zone_median,2
BRACCA,BG,commercial,90000,110000,2025S2,zone_median,1
BRANZI,BG,apartment,75000,110000,2025S2,zone_median,1
BRANZI,BG,house,96000,130000,2025S2,zone_median,1
BRANZI,BG,villa,96000,130000,2025S2,zone_median,1
BRANZI,BG,commercial,90000,120000,2025S2,zone_median,1
BREMBATE,BG,apartment,102500,145000,2025S2,zone_median,2
BREMBATE,BG,house,111000,160000,2025S2,zone_median,2
BREMBATE,BG,villa,111000,160000,2025S2,zone_median,2
BREMBATE,BG,commercial,99500,142500,2025S2,zone_median,2
BREMBATE DI SOPRA,BG,apartment,125000,175000,2025S2,zone_median,3
BREMBATE DI SOPRA,BG,house,140000,180000,2025S2,zone_median,3
BREMBATE DI SOPRA,BG,villa,140000,180000,2025S2,zone_median,3
BREMBATE DI SOPRA,BG,commercial,130000,177500,2025S2,zone_median,2
BRIGNANO GERA D`ADDA,BG,apartment,66000,82000,2025S2,zone_median,3
BRIGNANO GERA D`ADDA,BG,house,97000,140000,2025S2,zone_median,1
BRIGNANO GERA D`ADDA,BG,villa,97000,140000,2025S2,zone_median,1
BRIGNANO GERA D`ADDA,BG,commercial,120000,150000,2025S2,zone_median,1
BRUMANO,BG,apartment,73000,86000,2025S2,zone_median,1
BRUMANO,BG,house,75000,110000,2025S2,zone_median,1
BRUMANO,BG,villa,75000,110000,2025S2,zone_median,1
BRUMANO,BG,commercial,80000,100000,2025S2,zone_median,1
BRUSAPORTO,BG,apartment,100000,132500,2025S2,zone_median,2
BRUSAPORTO,BG,house,115000,150000,2025S2,zone_median,2
BRUSAPORTO,BG,villa,115000,150000,2025S2,zone_median,2
BRUSAPORTO,BG,commercial,130000,190000,2025S2,zone_median,1
SAN PAOLO D`ARGON,BG,apartment,90000,122500,2025S2,zone_median,2
SAN PAOLO D`ARGON,BG,house,120000,140000,2025S2,zone_median,1
SAN PAOLO D`ARGON,BG,villa,120000,140000,2025S2,zone_median,1
SAN PAOLO D`ARGON,BG,commercial,120000,170000,2025S2,zone_median,2
CALCINATE,BG,apartment,87000,100000,2025S2,zone_median,3
CALCINATE,BG,house,122500,155000,2025S2,zone_median,2
CALCINATE,BG,villa,122500,155000,2025S2,zone_median,2
CALCINATE,BG,commercial,110000,140000,2025S2,zone_median,2
CALCIO,BG,apartment,87000,105000,2025S2,zone_median,1
CALCIO,BG,house,97000,120000,2025S2,zone_median,1
CALCIO,BG,villa,97000,120000,2025S2,zone_median,1
CALCIO,BG,commercial,110000,140000,2025S2,zone_median,1
CALUSCO D`ADDA,BG,apartment,100000,150000,2025S2,zone_median,1
CALUSCO D`ADDA,BG,house,140000,170000,2025S2,zone_median,1
CALUSCO D`ADDA,BG,villa,140000,170000,2025S2,zone_median,1
CALUSCO D`ADDA,BG,commercial,120000,165000,2025S2,zone_median,2
CALVENZANO,BG,apartment,74000,95000,2025S2,zone_median,1
CALVENZANO,BG,house,97000,115000,2025S2,zone_median,1
CALVENZANO,BG,villa,97000,115000,2025S2,zone_median,1
CALVENZANO,BG,commercial,90000,130000,2025S2,zone_median,1
CAMERATA CORNELLO,BG,apartment,70000,90000,2025S2,zone_median,1
CAMERATA CORNELLO,BG,house,75000,110000,2025S2,zone_median,1
CAMERATA CORNELLO,BG,villa,75000,110000,2025S2,zone_median,1
CAMERATA CORNELLO,BG,commercial,90000,120000,2025S2,zone_median,1
CANONICA D`ADDA,BG,apartment,92000,110000,2025S2,zone_median,1
CANONICA D`ADDA,BG,house,135000,165000,2025S2,zone_median,1
CANONICA D`ADDA,BG,villa,135000,165000,2025S2,zone_median,1
CANONICA D`ADDA,BG,commercial,100000,140000,2025S2,zone_median,1
CAPIZZONE,BG,apartment,74000,88000,2025S2,zone_median,1
CAPIZZONE,BG,house,77000,110000,2025S2,zone_median,1
CAPIZZONE,BG,villa,77000,110000,2025S2,zone_median,1
CAPIZZONE,BG,commercial,80000,100000,2025S2,zone_median,1
CAPRIATE SAN GERVASIO,BG,apartment,120000,170000,2025S2,zone_median,1
CAPRIATE SAN GERVASIO,BG,house,140000,170000,2025S2,zone_median,1
CAPRIATE SAN GERVASIO,BG,villa,140000,170000,2025S2,zone_median,1
CAPRIATE SAN GERVASIO,BG,commercial,110000,160000,2025S2,zone_median,1
CAPRINO BERGAMASCO,BG,apartment,85000,125000,2025S2,zone_median,1
CAPRINO BERGAMASCO,BG,house,120000,150000,2025S2,zone_median,1
CAPRINO BERGAMASCO,BG,villa,120000,150000,2025S2,zone_median,1
CAPRINO BERGAMASCO,BG,commercial,90000,140000,2025S2,zone_median,1
CARAVAGGIO,BG,apartment,107500,142500,2025S2,zone_median,4
CARAVAGGIO,BG,house,130000,150000,2025S2,zone_median,3
CARAVAGGIO,BG,commercial,110000,150000,2025S2,zone_median,4
CARAVAGGIO,BG,villa,130000,150000,2025S2,zone_median,3
CAROBBIO DEGLI ANGELI,BG,apartment,95000,125000,2025S2,zone_median,1
CAROBBIO DEGLI ANGELI,BG,house,120000,140000,2025S2,zone_median,1
CAROBBIO DEGLI ANGELI,BG,villa,120000,140000,2025S2,zone_median,1
CAROBBIO DEGLI ANGELI,BG,commercial,130000,180000,2025S2,zone_median,1
CARONA,BG,apartment,90000,130000,2025S2,zone_median,1
CARONA,BG,house,100000,150000,2025S2,zone_median,1
CARONA,BG,villa,100000,150000,2025S2,zone_median,1
CARONA,BG,commercial,90000,120000,2025S2,zone_median,1
CARVICO,BG,apartment,85000,130000,2025S2,zone_median,1
CARVICO,BG,house,110000,130000,2025S2,zone_median,1
CARVICO,BG,villa,110000,130000,2025S2,zone_median,1
CARVICO,BG,commercial,90000,130000,2025S2,zone_median,1
CASAZZA,BG,apartment,100000,140000,2025S2,zone_median,1
CASAZZA,BG,house,120000,160000,2025S2,zone_median,1
CASAZZA,BG,villa,120000,160000,2025S2,zone_median,1
CASAZZA,BG,commercial,95000,150000,2025S2,zone_median,1
CASIRATE D`ADDA,BG,apartment,82000,105000,2025S2,zone_median,1
CASIRATE D`ADDA,BG,house,97000,125000,2025S2,zone_median,1
CASIRATE D`ADDA,BG,villa,97000,125000,2025S2,zone_median,1
CASIRATE D`ADDA,BG,commercial,120000,150000,2025S2,zone_median,1
CASNIGO,BG,apartment,80000,110000,2025S2,zone_median,1
CASNIGO,BG,house,100000,130000,2025S2,zone_median,1
CASNIGO,BG,villa,100000,130000,2025S2,zone_median,1
CASNIGO,BG,commercial,95000,130000,2025S2,zone_median,1
CASSIGLIO,BG,apartment,70000,80000,2025S2,zone_median,1
CASSIGLIO,BG,house,76000,97000,2025S2,zone_median,1
CASSIGLIO,BG,villa,76000,97000,2025S2,zone_median,1
CASSIGLIO,BG,commercial,80000,100000,2025S2,zone_median,1
CASTELLI CALEPIO,BG,apartment,97500,132500,2025S2,zone_median,2
CASTELLI CALEPIO,BG,house,130000,150000,2025S2,zone_median,2
CASTELLI CALEPIO,BG,villa,130000,150000,2025S2,zone_median,2
CASTELLI CALEPIO,BG,commercial,130000,180000,2025S2,zone_median,2
CASTEL ROZZONE,BG,apartment,74000,95000,2025S2,zone_median,1
CASTEL ROZZONE,BG,house,100000,130000,2025S2,zone_median,1
CASTEL ROZZONE,BG,villa,100000,130000,2025S2,zone_median,1
CASTEL ROZZONE,BG,commercial,90000,130000,2025S2,zone_median,1
CASTIONE D PRESOLANA,BG,apartment,115000,155000,2025S2,zone_median,3
CASTIONE D PRESOLANA,BG,house,162500,180000,2025S2,zone_median,2
CASTIONE D PRESOLANA,BG,villa,162500,180000,2025S2,zone_median,2
CASTIONE D PRESOLANA,BG,commercial,140000,210000,2025S2,zone_median,2
CASTRO,BG,apartment,95000,120000,2025S2,zone_median,1
CASTRO,BG,house,120000,140000,2025S2,zone_median,1
CASTRO,BG,villa,120000,140000,2025S2,zone_median,1
CASTRO,BG,commercial,100000,150000,2025S2,zone_median,1
CAVERNAGO,BG,apartment,95000,130000,2025S2,zone_median,1
CAVERNAGO,BG,house,120000,155000,2025S2,zone_median,1
CAVERNAGO,BG,villa,120000,155000,2025S2,zone_median,1
CAVERNAGO,BG,commercial,90000,130000,2025S2,zone_median,1
CAZZANO SANT`ANDREA,BG,apartment,80000,100000,2025S2,zone_median,1
CAZZANO SANT`ANDREA,BG,house,90000,120000,2025S2,zone_median,1
CAZZANO SANT`ANDREA,BG,villa,90000,120000,2025S2,zone_median,1
CAZZANO SANT`ANDREA,BG,commercial,100000,150000,2025S2,zone_median,1
CENATE SOPRA,BG,apartment,100000,115000,2025S2,zone_median,1
CENATE SOPRA,BG,house,120000,140000,2025S2,zone_median,1
CENATE SOPRA,BG,villa,120000,140000,2025S2,zone_median,1
CENATE SOPRA,BG,commercial,95000,140000,2025S2,zone_median,1
CENATE SOTTO,BG,apartment,90000,125000,2025S2,zone_median,2
CENATE SOTTO,BG,house,120000,140000,2025S2,zone_median,2
CENATE SOTTO,BG,villa,120000,140000,2025S2,zone_median,2
CENATE SOTTO,BG,commercial,140000,180000,2025S2,zone_median,2
CENE,BG,apartment,80000,110000,2025S2,zone_median,1
CENE,BG,house,120000,140000,2025S2,zone_median,1
CENE,BG,villa,120000,140000,2025S2,zone_median,1
CENE,BG,commercial,100000,160000,2025S2,zone_median,1
CERETE,BG,apartment,80000,100000,2025S2,zone_median,1
CERETE,BG,house,100000,120000,2025S2,zone_median,1
CERETE,BG,villa,100000,120000,2025S2,zone_median,1
CERETE,BG,commercial,95000,120000,2025S2,zone_median,1
CHIGNOLO D`ISOLA,BG,apartment,90000,130000,2025S2,zone_median,1
CHIGNOLO D`ISOLA,BG,house,110000,130000,2025S2,zone_median,1
CHIGNOLO D`ISOLA,BG,villa,110000,130000,2025S2,zone_median,1
CHIGNOLO D`ISOLA,BG,commercial,100000,140000,2025S2,zone_median,1
CHIUDUNO,BG,apartment,100000,135000,2025S2,zone_median,1
CHIUDUNO,BG,house,100000,140000,2025S2,zone_median,1
CHIUDUNO,BG,villa,100000,140000,2025S2,zone_median,1
CHIUDUNO,BG,commercial,140000,170000,2025S2,zone_median,1
CISANO BERGAMASCO,BG,apartment,100000,130000,2025S2,zone_median,3
CISANO BERGAMASCO,BG,house,120000,150000,2025S2,zone_median,3
CISANO BERGAMASCO,BG,villa,120000,150000,2025S2,zone_median,3
CISANO BERGAMASCO,BG,commercial,95000,140000,2025S2,zone_median,1
CISERANO,BG,apartment,87500,117500,2025S2,zone_median,2
CISERANO,BG,house,115000,135000,2025S2,zone_median,1
CISERANO,BG,villa,115000,135000,2025S2,zone_median,1
CISERANO,BG,commercial,90000,140000,2025S2,zone_median,1
CIVIDATE AL PIANO,BG,apartment,74000,95000,2025S2,zone_median,1
CIVIDATE AL PIANO,BG,house,105000,125000,2025S2,zone_median,1
CIVIDATE AL PIANO,BG,villa,105000,125000,2025S2,zone_median,1
CIVIDATE AL PIANO,BG,commercial,90000,130000,2025S2,zone_median,1
UBIALE CLANEZZO,BG,apartment,71000,77000,2025S2,zone_median,1
UBIALE CLANEZZO,BG,house,77000,100000,2025S2,zone_median,1
UBIALE CLANEZZO,BG,villa,77000,100000,2025S2,zone_median,1
UBIALE CLANEZZO,BG,commercial,80000,100000,2025S2,zone_median,1
CLUSONE,BG,apartment,110000,155000,2025S2,zone_median,1
CLUSONE,BG,house,160000,180000,2025S2,zone_median,1
CLUSONE,BG,villa,160000,180000,2025S2,zone_median,1
CLUSONE,BG,commercial,110000,170000,2025S2,zone_median,1
COLERE,BG,apartment,80000,110000,2025S2,zone_median,1
COLERE,BG,house,90000,130000,2025S2,zone_median,1
COLERE,BG,villa,90000,130000,2025S2,zone_median,1
COLERE,BG,commercial,95000,150000,2025S2,zone_median,1
COLOGNO AL SERIO,BG,apartment,110000,155000,2025S2,zone_median,1
COLOGNO AL SERIO,BG,house,110000,160000,2025S2,zone_median,1
COLOGNO AL SERIO,BG,villa,110000,160000,2025S2,zone_median,1
COLOGNO AL SERIO,BG,commercial,120000,160000,2025S2,zone_median,1
COLZATE,BG,apartment,80000,100000,2025S2,zone_median,1
COLZATE,BG,house,90000,130000,2025S2,zone_median,1
COLZATE,BG,villa,90000,130000,2025S2,zone_median,1
COLZATE,BG,commercial,95000,130000,2025S2,zone_median,1
COMUN NUOVO,BG,apartment,100000,150000,2025S2,zone_median,1
COMUN NUOVO,BG,house,105000,125000,2025S2,zone_median,1
COMUN NUOVO,BG,villa,105000,125000,2025S2,zone_median,1
COMUN NUOVO,BG,commercial,90000,140000,2025S2,zone_median,1
CORNA IMAGNA,BG,apartment,73000,89000,2025S2,zone_median,1
CORNA IMAGNA,BG,house,75000,110000,2025S2,zone_median,1
CORNA IMAGNA,BG,villa,75000,110000,2025S2,zone_median,1
CORNA IMAGNA,BG,commercial,90000,110000,2025S2,zone_median,1
CORNALBA,BG,apartment,73000,89000,2025S2,zone_median,1
CORNALBA,BG,house,82000,120000,2025S2,zone_median,1
CORNALBA,BG,villa,82000,120000,2025S2,zone_median,1
CORNALBA,BG,commercial,80000,100000,2025S2,zone_median,1
CORTENUOVA,BG,apartment,70000,86000,2025S2,zone_median,1
CORTENUOVA,BG,house,87000,115000,2025S2,zone_median,1
CORTENUOVA,BG,villa,87000,115000,2025S2,zone_median,1
CORTENUOVA,BG,commercial,90000,130000,2025S2,zone_median,1
COSTA VALLE IMAGNA,BG,apartment,76000,92000,2025S2,zone_median,1
COSTA VALLE IMAGNA,BG,house,80000,120000,2025S2,zone_median,1
COSTA VALLE IMAGNA,BG,villa,80000,120000,2025S2,zone_median,1
COSTA VALLE IMAGNA,BG,commercial,80000,100000,2025S2,zone_median,1
COSTA DI MEZZATE,BG,apartment,90000,135000,2025S2,zone_median,1
COSTA DI MEZZATE,BG,house,100000,140000,2025S2,zone_median,1
COSTA DI MEZZATE,BG,villa,100000,140000,2025S2,zone_median,1
COSTA DI MEZZATE,BG,commercial,130000,180000,2025S2,zone_median,1
COSTA DI SERINA,BG,apartment,76000,91000,2025S2,zone_median,1
COSTA DI SERINA,BG,house,89000,130000,2025S2,zone_median,1
COSTA DI SERINA,BG,villa,89000,130000,2025S2,zone_median,1
COSTA DI SERINA,BG,commercial,80000,100000,2025S2,zone_median,1
COSTA VOLPINO,BG,apartment,100000,130000,2025S2,zone_median,2
COSTA VOLPINO,BG,house,130000,165000,2025S2,zone_median,2
COSTA VOLPINO,BG,villa,130000,165000,2025S2,zone_median,2
COSTA VOLPINO,BG,commercial,100000,160000,2025S2,zone_median,1
COVO,BG,apartment,70000,92000,2025S2,zone_median,3
COVO,BG,house,97000,115000,2025S2,zone_median,2
COVO,BG,villa,97000,115000,2025S2,zone_median,2
COVO,BG,commercial,100000,150000,2025S2,zone_median,1
CREDARO,BG,apartment,100000,140000,2025S2,zone_median,1
CREDARO,BG,house,100000,120000,2025S2,zone_median,1
CREDARO,BG,villa,100000,120000,2025S2,zone_median,1
CREDARO,BG,commercial,95000,140000,2025S2,zone_median,1
CURNO,BG,apartment,147500,190000,2025S2,zone_median,2
CURNO,BG,house,140000,180000,2025S2,zone_median,1
CURNO,BG,villa,140000,180000,2025S2,zone_median,1
CURNO,BG,commercial,120000,170000,2025S2,zone_median,2
CUSIO,BG,apartment,73000,89000,2025S2,zone_median,1
CUSIO,BG,house,82000,120000,2025S2,zone_median,1
CUSIO,BG,villa,82000,120000,2025S2,zone_median,1
CUSIO,BG,commercial,90000,110000,2025S2,zone_median,1
DALMINE,BG,apartment,130000,170000,2025S2,zone_median,5
DALMINE,BG,house,135000,175000,2025S2,zone_median,4
DALMINE,BG,commercial,110000,160000,2025S2,zone_median,3
DALMINE,BG,villa,135000,175000,2025S2,zone_median,4
DOSSENA,BG,apartment,69000,75000,2025S2,zone_median,1
DOSSENA,BG,house,75000,96000,2025S2,zone_median,1
DOSSENA,BG,villa,75000,96000,2025S2,zone_median,1
DOSSENA,BG,commercial,80000,100000,2025S2,zone_median,1
ENDINEGAIANO,BG,apartment,81500,95000,2025S2,zone_median,2
ENDINEGAIANO,BG,house,100000,110000,2025S2,zone_median,1
ENDINEGAIANO,BG,villa,100000,110000,2025S2,zone_median,1
ENDINEGAIANO,BG,commercial,95000,140000,2025S2,zone_median,1
ENTRATICO,BG,apartment,90000,110000,2025S2,zone_median,1
ENTRATICO,BG,house,100000,110000,2025S2,zone_median,1
ENTRATICO,BG,villa,100000,110000,2025S2,zone_median,1
ENTRATICO,BG,commercial,95000,140000,2025S2,zone_median,1
FARA GERA D`ADDA,BG,apartment,86000,111000,2025S2,zone_median,2
FARA GERA D`ADDA,BG,house,135000,165000,2025S2,zone_median,1
FARA GERA D`ADDA,BG,villa,135000,165000,2025S2,zone_median,1
FARA GERA D`ADDA,BG,commercial,90000,140000,2025S2,zone_median,1
FARA OLIVANA CON SOLA,BG,apartment,75000,105000,2025S2,zone_median,2
FARA OLIVANA CON SOLA,BG,house,97000,115000,2025S2,zone_median,2
FARA OLIVANA CON SOLA,BG,villa,97000,115000,2025S2,zone_median,2
FARA OLIVANA CON SOLA,BG,commercial,90000,140000,2025S2,zone_median,2
FILAGO,BG,apartment,82000,98000,2025S2,zone_median,1
FILAGO,BG,house,97000,115000,2025S2,zone_median,1
FILAGO,BG,villa,97000,115000,2025S2,zone_median,1
FILAGO,BG,commercial,90000,140000,2025S2,zone_median,1
FINO DEL MONTE,BG,apartment,86000,125000,2025S2,zone_median,1
FINO DEL MONTE,BG,house,100000,140000,2025S2,zone_median,1
FINO DEL MONTE,BG,villa,100000,140000,2025S2,zone_median,1
FINO DEL MONTE,BG,commercial,95000,130000,2025S2,zone_median,1
FIORANO AL SERIO,BG,apartment,90000,110000,2025S2,zone_median,1
FIORANO AL SERIO,BG,house,100000,130000,2025S2,zone_median,1
FIORANO AL SERIO,BG,villa,100000,130000,2025S2,zone_median,1
FIORANO AL SERIO,BG,commercial,100000,140000,2025S2,zone_median,1
FONTANELLA,BG,apartment,64000,91500,2025S2,zone_median,2
FONTANELLA,BG,house,97000,125000,2025S2,zone_median,1
FONTANELLA,BG,villa,97000,125000,2025S2,zone_median,1
