comune,provincia,type,min_per_m2_cents,max_per_m2_cents,period,basis,zones_used
IDRO,BS,house,115000,130000,2025S2,zone_median,1
IDRO,BS,villa,115000,130000,2025S2,zone_median,1
IDRO,BS,commercial,82000,110000,2025S2,zone_median,1
INCUDINE,BS,apartment,82000,100000,2025S2,zone_median,1
INCUDINE,BS,house,86000,110000,2025S2,zone_median,1
INCUDINE,BS,villa,86000,110000,2025S2,zone_median,1
INCUDINE,BS,commercial,80000,98000,2025S2,zone_median,1
IRMA,BS,apartment,71000,93000,2025S2,zone_median,1
IRMA,BS,house,84000,115000,2025S2,zone_median,1
IRMA,BS,villa,84000,115000,2025S2,zone_median,1
IRMA,BS,commercial,80000,98000,2025S2,zone_median,1
ISEO,BS,apartment,150000,200000,2025S2,zone_median,4
ISEO,BS,house,165000,235000,2025S2,zone_median,4
ISEO,BS,villa,165000,235000,2025S2,zone_median,4
ISEO,BS,commercial,110000,160000,2025S2,zone_median,4
ISORELLA,BS,apartment,93000,110000,2025S2,zone_median,1
ISORELLA,BS,house,100000,130000,2025S2,zone_median,1
ISORELLA,BS,villa,100000,130000,2025S2,zone_median,1
ISORELLA,BS,commercial,76000,92000,2025S2,zone_median,1
LAVENONE,BS,apartment,64500,84500,2025S2,zone_median,2
LAVENONE,BS,house,76000,110000,2025S2,zone_median,1
LAVENONE,BS,villa,76000,110000,2025S2,zone_median,1
LAVENONE,BS,commercial,77000,98000,2025S2,zone_median,1
LENO,BS,apartment,91000,120000,2025S2,zone_median,3
LENO,BS,house,100000,130000,2025S2,zone_median,3
LENO,BS,villa,100000,130000,2025S2,zone_median,3
LENO,BS,commercial,71000,92000,2025S2,zone_median,3
LIMONE SUL GARDA,BS,apartment,242500,332500,2025S2,zone_median,2
LIMONE SUL GARDA,BS,house,210000,300000,2025S2,zone_median,1
LIMONE SUL GARDA,BS,villa,210000,300000,2025S2,zone_median,1
LIMONE SUL GARDA,BS,commercial,192500,317500,2025S2,zone_median,2
LODRINO,BS,apartment,77000,98000,2025S2,zone_median,1
LODRINO,BS,house,81000,110000,2025S2,zone_median,1
LODRINO,BS,villa,81000,110000,2025S2,zone_median,1
LODRINO,BS,commercial,77000,98000,2025S2,zone_median,1
LOGRATO,BS,apartment,100000,130000,2025S2,zone_median,1
LOGRATO,BS,house,120000,140000,2025S2,zone_median,1
LOGRATO,BS,villa,120000,140000,2025S2,zone_median,1
LOGRATO,BS,commercial,98000,120000,2025S2,zone_median,1
LONGHENA,BS,apartment,77000,110000,2025S2,zone_median,1
LONGHENA,BS,house,90000,120000,2025S2,zone_median,1
LONGHENA,BS,villa,90000,120000,2025S2,zone_median,1
LONGHENA,BS,commercial,80000,98000,2025S2,zone_median,1
LOSINE,BS,apartment,72000,100000,2025S2,zone_median,1
LOSINE,BS,house,85000,110000,2025S2,zone_median,1
LOSINE,BS,villa,85000,110000,2025S2,zone_median,1
LOSINE,BS,commercial,80000,98000,2025S2,zone_median,1
LOZIO,BS,apartment,71000,97500,2025S2,zone_median,2
LOZIO,BS,house,85000,110000,2025S2,zone_median,1
LOZIO,BS,villa,85000,110000,2025S2,zone_median,1
LOZIO,BS,commercial,80000,98000,2025S2,zone_median,1
LUMEZZANE,BS,apartment,93000,135000,2025S2,zone_median,3
LUMEZZANE,BS,house,115000,165000,2025S2,zone_median,3
LUMEZZANE,BS,villa,115000,165000,2025S2,zone_median,3
LUMEZZANE,BS,commercial,98000,130000,2025S2,zone_median,3
MACLODIO,BS,apartment,97000,120000,2025S2,zone_median,1
MACLODIO,BS,house,110000,130000,2025S2,zone_median,1
MACLODIO,BS,villa,110000,130000,2025S2,zone_median,1
MACLODIO,BS,commercial,77000,98000,2025S2,zone_median,1
MAIRANO,BS,apartment,92000,120000,2025S2,zone_median,1
MAIRANO,BS,house,98000,130000,2025S2,zone_median,1
MAIRANO,BS,villa,98000,130000,2025S2,zone_median,1
MAIRANO,BS,commercial,77000,110000,2025S2,zone_median,1
MALEGNO,BS,apartment,71000,97000,2025S2,zone_median,1
MALEGNO,BS,house,83000,110000,2025S2,zone_median,1
MALEGNO,BS,villa,83000,110000,2025S2,zone_median,1
MALEGNO,BS,commercial,62000,80000,2025S2,zone_median,1
MALONNO,BS,apartment,69000,93000,2025S2,zone_median,3
MALONNO,BS,house,80000,97000,2025S2,zone_median,3
MALONNO,BS,villa,80000,97000,2025S2,zone_median,3
MALONNO,BS,commercial,62500,77000,2025S2,zone_median,2
MANERBA DEL GARDA,BS,apartment,180000,260000,2025S2,zone_median,3
MANERBA DEL GARDA,BS,house,230000,300000,2025S2,zone_median,3
MANERBA DEL GARDA,BS,villa,230000,300000,2025S2,zone_median,3
MANERBA DEL GARDA,BS,commercial,145000,190000,2025S2,zone_median,3
MANERBIO,BS,apartment,112500,142500,2025S2,zone_median,2
MANERBIO,BS,house,122500,155000,2025S2,zone_median,2
MANERBIO,BS,villa,122500,155000,2025S2,zone_median,2
MANERBIO,BS,commercial,97500,120000,2025S2,zone_median,2
MARCHENO,BS,apartment,81500,104000,2025S2,zone_median,2
MARCHENO,BS,house,88500,106500,2025S2,zone_median,2
MARCHENO,BS,villa,88500,106500,2025S2,zone_median,2
MARCHENO,BS,commercial,80500,90000,2025S2,zone_median,2
MARMENTINO,BS,apartment,63000,84000,2025S2,zone_median,1
MARMENTINO,BS,house,73000,93000,2025S2,zone_median,1
MARMENTINO,BS,villa,73000,93000,2025S2,zone_median,1
MARMENTINO,BS,commercial,53000,71000,2025S2,zone_median,1
MARONE,BS,apartment,115000,142500,2025S2,zone_median,2
MARONE,BS,house,132500,155000,2025S2,zone_median,2
MARONE,BS,villa,132500,155000,2025S2,zone_median,2
MARONE,BS,commercial,82000,106000,2025S2,zone_median,2
MAZZANO,BS,apartment,107500,130000,2025S2,zone_median,2
MAZZANO,BS,house,120000,147500,2025S2,zone_median,2
MAZZANO,BS,villa,120000,147500,2025S2,zone_median,2
MAZZANO,BS,commercial,89000,109000,2025S2,zone_median,2
MILZANO,BS,apartment,75000,98000,2025S2,zone_median,1
MILZANO,BS,house,77000,105000,2025S2,zone_median,1
MILZANO,BS,villa,77000,105000,2025S2,zone_median,1
MILZANO,BS,commercial,74000,92000,2025S2,zone_median,1
MONIGA DEL GARDA,BS,apartment,225000,270000,2025S2,zone_median,3
MONIGA DEL GARDA,BS,house,250000,300000,2025S2,zone_median,3
MONIGA DEL GARDA,BS,villa,250000,300000,2025S2,zone_median,3
MONIGA DEL GARDA,BS,commercial,120000,145000,2025S2,zone_median,3
MONNO,BS,apartment,73000,100000,2025S2,zone_median,1
MONNO,BS,house,82000,100000,2025S2,zone_median,1
MONNO,BS,villa,82000,100000,2025S2,zone_median,1
MONNO,BS,commercial,74000,98000,2025S2,zone_median,1
MONTICHIARI,BS,apartment,107500,140000,2025S2,zone_median,4
MONTICHIARI,BS,house,155000,190000,2025S2,zone_median,1
MONTICHIARI,BS,villa,155000,190000,2025S2,zone_median,1
MONTICHIARI,BS,commercial,92000,120000,2025S2,zone_median,3
MONTE ISOLA,BS,apartment,132500,172500,2025S2,zone_median,2
MONTE ISOLA,BS,house,135000,175000,2025S2,zone_median,1
MONTE ISOLA,BS,commercial,90000,130000,2025S2,zone_median,2
MONTE ISOLA,BS,villa,135000,175000,2025S2,zone_median,1
MONTICELLI BRUSATI,BS,apartment,120000,150000,2025S2,zone_median,1
MONTICELLI BRUSATI,BS,house,130000,175000,2025S2,zone_median,1
MONTICELLI BRUSATI,BS,villa,130000,175000,2025S2,zone_median,1
MONTICELLI BRUSATI,BS,commercial,110000,120000,2025S2,zone_median,1
MONTIRONE,BS,apartment,120000,150000,2025S2,zone_median,1
MONTIRONE,BS,house,110000,130000,2025S2,zone_median,1
MONTIRONE,BS,villa,110000,130000,2025S2,zone_median,1
MONTIRONE,BS,commercial,80000,98000,2025S2,zone_median,1
MURA,BS,apartment,66000,89000,2025S2,zone_median,1
MURA,BS,house,74000,93000,2025S2,zone_median,1
MURA,BS,villa,74000,93000,2025S2,zone_median,1
MURA,BS,commercial,55000,74000,2025S2,zone_median,1
MUSCOLINE,BS,apartment,100000,120000,2025S2,zone_median,1
MUSCOLINE,BS,house,115000,130000,2025S2,zone_median,1
MUSCOLINE,BS,villa,115000,130000,2025S2,zone_median,1
MUSCOLINE,BS,commercial,92000,110000,2025S2,zone_median,1
NAVE,BS,apartment,125000,145000,2025S2,zone_median,2
NAVE,BS,house,135000,155000,2025S2,zone_median,2
NAVE,BS,villa,135000,155000,2025S2,zone_median,2
NAVE,BS,commercial,89000,109000,2025S2,zone_median,2
NIARDO,BS,apartment,68000,92500,2025S2,zone_median,2
NIARDO,BS,house,87500,102500,2025S2,zone_median,2
NIARDO,BS,villa,87500,102500,2025S2,zone_median,2
NIARDO,BS,commercial,57000,74000,2025S2,zone_median,2
NUVOLENTO,BS,apartment,115000,140000,2025S2,zone_median,2
NUVOLENTO,BS,house,125000,160000,2025S2,zone_median,1
NUVOLENTO,BS,villa,125000,160000,2025S2,zone_median,1
NUVOLENTO,BS,commercial,92000,120000,2025S2,zone_median,2
NUVOLERA,BS,apartment,115000,140000,2025S2,zone_median,2
NUVOLERA,BS,house,125000,160000,2025S2,zone_median,1
NUVOLERA,BS,villa,125000,160000,2025S2,zone_median,1
NUVOLERA,BS,commercial,82000,98000,2025S2,zone_median,2
ODOLO,BS,apartment,72000,98000,2025S2,zone_median,2
ODOLO,BS,house,93000,110000,2025S2,zone_median,2
ODOLO,BS,villa,93000,110000,2025S2,zone_median,2
ODOLO,BS,commercial,74000,92000,2025S2,zone_median,1
OFFLAGA,BS,apartment,89500,115000,2025S2,zone_median,2
OFFLAGA,BS,house,98500,130000,2025S2,zone_median,2
OFFLAGA,BS,villa,98500,130000,2025S2,zone_median,2
OFFLAGA,BS,commercial,80000,98000,2025S2,zone_median,2
OME,BS,apartment,130000,160000,2025S2,zone_median,1
OME,BS,house,140000,175000,2025S2,zone_median,1
OME,BS,villa,140000,175000,2025S2,zone_median,1
OME,BS,commercial,98000,120000,2025S2,zone_median,1
ONO SAN PIETRO,BS,apartment,71000,97000,2025S2,zone_median,1
ONO SAN PIETRO,BS,house,83000,110000,2025S2,zone_median,1
ONO SAN PIETRO,BS,villa,83000,110000,2025S2,zone_median,1
ONO SAN PIETRO,BS,commercial,62000,98000,2025S2,zone_median,1
ORZINUOVI,BS,apartment,100000,130000,2025S2,zone_median,3
ORZINUOVI,BS,house,120000,145000,2025S2,zone_median,1
ORZINUOVI,BS,commercial,97500,120000,2025S2,zone_median,2
ORZINUOVI,BS,villa,120000,145000,2025S2,zone_median,1
ORZIVECCHI,BS,apartment,94000,120000,2025S2,zone_median,1
ORZIVECCHI,BS,house,99000,130000,2025S2,zone_median,1
ORZIVECCHI,BS,villa,99000,130000,2025S2,zone_median,1
ORZIVECCHI,BS,commercial,77000,98000,2025S2,zone_median,1
OSPITALETTO,BS,apartment,115000,155000,2025S2,zone_median,2
OSPITALETTO,BS,house,135000,175000,2025S2,zone_median,1
OSPITALETTO,BS,commercial,87000,109000,2025S2,zone_median,2
OSPITALETTO,BS,villa,135000,175000,2025S2,zone_median,1
OSSIMO,BS,apartment,69000,95000,2025S2,zone_median,1
OSSIMO,BS,house,81000,100000,2025S2,zone_median,1
OSSIMO,BS,villa,81000,100000,2025S2,zone_median,1
OSSIMO,BS,commercial,74000,92000,2025S2,zone_median,1
PADENGHE SUL GARDA,BS,apartment,225000,270000,2025S2,zone_median,3
PADENGHE SUL GARDA,BS,house,250000,300000,2025S2,zone_median,3
PADENGHE SUL GARDA,BS,villa,250000,300000,2025S2,zone_median,3
PADENGHE SUL GARDA,BS,commercial,140000,205000,2025S2,zone_median,3
PADERNO FRANCIACORTA,BS,apartment,117500,142500,2025S2,zone_median,2
PADERNO FRANCIACORTA,BS,house,127500,160000,2025S2,zone_median,2
PADERNO FRANCIACORTA,BS,villa,127500,160000,2025S2,zone_median,2
PADERNO FRANCIACORTA,BS,commercial,104000,120000,2025S2,zone_median,2
PAISCO LOVENO,BS,apartment,73000,94000,2025S2,zone_median,1
PAISCO LOVENO,BS,house,78000,97000,2025S2,zone_median,1
PAISCO LOVENO,BS,villa,78000,97000,2025S2,zone_median,1
PAISCO LOVENO,BS,commercial,55000,74000,2025S2,zone_median,1
PAITONE,BS,apartment,100000,120000,2025S2,zone_median,1
PAITONE,BS,house,115000,135000,2025S2,zone_median,1
PAITONE,BS,villa,115000,135000,2025S2,zone_median,1
PAITONE,BS,commercial,92000,120000,2025S2,zone_median,1
PALAZZOLO SULL`OGLIO,BS,apartment,117500,150000,2025S2,zone_median,2
PALAZZOLO SULL`OGLIO,BS,house,135000,170000,2025S2,zone_median,1
PALAZZOLO SULL`OGLIO,BS,commercial,93000,130000,2025S2,zone_median,2
PALAZZOLO SULL`OGLIO,BS,villa,135000,170000,2025S2,zone_median,1
PARATICO,BS,apartment,117500,150000,2025S2,zone_median,2
PARATICO,BS,house,132500,162500,2025S2,zone_median,2
PARATICO,BS,villa,132500,162500,2025S2,zone_median,2
PARATICO,BS,commercial,98000,120000,2025S2,zone_median,1
PASPARDO,BS,apartment,71000,97000,2025S2,zone_median,1
PASPARDO,BS,house,83000,110000,2025S2,zone_median,1
PASPARDO,BS,villa,83000,110000,2025S2,zone_median,1
PASPARDO,BS,commercial,77000,98000,2025S2,zone_median,1
PASSIRANO,BS,apartment,110000,140000,2025S2,zone_median,4
PASSIRANO,BS,house,130000,150000,2025S2,zone_median,3
PASSIRANO,BS,villa,130000,150000,2025S2,zone_median,3
PASSIRANO,BS,commercial,80000,98000,2025S2,zone_median,4
PAVONE DEL MELLA,BS,apartment,86000,110000,2025S2,zone_median,1
PAVONE DEL MELLA,BS,house,95000,120000,2025S2,zone_median,1
PAVONE DEL MELLA,BS,villa,95000,120000,2025S2,zone_median,1
PAVONE DEL MELLA,BS,commercial,77000,98000,2025S2,zone_median,1
SAN PAOLO,BS,apartment,83000,110000,2025S2,zone_median,1
SAN PAOLO,BS,house,94000,130000,2025S2,zone_median,1
SAN PAOLO,BS,villa,94000,130000,2025S2,zone_median,1
SAN PAOLO,BS,commercial,74000,92000,2025S2,zone_median,1
PERTICA ALTA,BS,apartment,61500,80000,2025S2,zone_median,2
PERTICA ALTA,BS,house,74000,93000,2025S2,zone_median,1
PERTICA ALTA,BS,villa,74000,93000,2025S2,zone_median,1
PERTICA ALTA,BS,commercial,54000,72000,2025S2,zone_median,1
PERTICA BASSA,BS,apartment,61500,80000,2025S2,zone_median,2
PERTICA BASSA,BS,house,74000,93000,2025S2,zone_median,1
PERTICA BASSA,BS,villa,74000,93000,2025S2,zone_median,1
PERTICA BASSA,BS,commercial,54000,72000,2025S2,zone_median,1
PEZZAZE,BS,apartment,71000,98000,2025S2,zone_median,1
PEZZAZE,BS,house,79000,110000,2025S2,zone_median,1
PEZZAZE,BS,villa,79000,110000,2025S2,zone_median,1
PEZZAZE,BS,commercial,77000,92000,2025S2,zone_median,1
PIAN CAMUNO,BS,apartment,95500,125000,2025S2,zone_median,2
PIAN CAMUNO,BS,house,96500,135000,2025S2,zone_median,2
PIAN CAMUNO,BS,villa,96500,135000,2025S2,zone_median,2
PIAN CAMUNO,BS,commercial,82000,114000,2025S2,zone_median,2
PIANCOGNO,BS,apartment,73000,93500,2025S2,zone_median,2
PIANCOGNO,BS,house,79500,97500,2025S2,zone_median,2
PIANCOGNO,BS,villa,79500,97500,2025S2,zone_median,2
PIANCOGNO,BS,commercial,68000,86000,2025S2,zone_median,2
PISOGNE,BS,apartment,95000,125000,2025S2,zone_median,3
PISOGNE,BS,house,105000,135000,2025S2,zone_median,3
PISOGNE,BS,villa,105000,135000,2025S2,zone_median,3
PISOGNE,BS,commercial,75500,95000,2025S2,zone_median,2
POLAVENO,BS,apartment,87000,104000,2025S2,zone_median,2
POLAVENO,BS,house,92000,115000,2025S2,zone_median,2
POLAVENO,BS,villa,92000,115000,2025S2,zone_median,2
POLAVENO,BS,commercial,87500,104000,2025S2,zone_median,2
POLPENAZZE DEL GARDA,BS,apartment,137500,190000,2025S2,zone_median,2
POLPENAZZE DEL GARDA,BS,house,157500,215000,2025S2,zone_median,2
POLPENAZZE DEL GARDA,BS,villa,157500,215000,2025S2,zone_median,2
POLPENAZZE DEL GARDA,BS,commercial,95000,127500,2025S2,zone_median,2
POMPIANO,BS,apartment,83000,105000,2025S2,zone_median,2
POMPIANO,BS,house,91000,115000,2025S2,zone_median,2
POMPIANO,BS,villa,91000,115000,2025S2,zone_median,2
POMPIANO,BS,commercial,74000,96000,2025S2,zone_median,2
PONCARALE,BS,apartment,135000,162500,2025S2,zone_median,2
PONCARALE,BS,house,120000,150000,2025S2,zone_median,2
PONCARALE,BS,villa,120000,150000,2025S2,zone_median,2
PONCARALE,BS,commercial,89000,115000,2025S2,zone_median,2
PONTE DI LEGNO,BS,apartment,272500,405000,2025S2,zone_median,4
PONTE DI LEGNO,BS,house,217500,320000,2025S2,zone_median,2
PONTE DI LEGNO,BS,commercial,172500,230000,2025S2,zone_median,4
PONTE DI LEGNO,BS,villa,217500,320000,2025S2,zone_median,2
PONTEVICO,BS,apartment,76000,98000,2025S2,zone_median,3
PONTEVICO,BS,house,80000,115000,2025S2,zone_median,3
PONTEVICO,BS,villa,80000,115000,2025S2,zone_median,3
PONTEVICO,BS,commercial,72000,101000,2025S2,zone_median,2
PONTOGLIO,BS,apartment,84000,115000,2025S2,zone_median,3
PONTOGLIO,BS,house,93000,125000,2025S2,zone_median,3
PONTOGLIO,BS,villa,93000,125000,2025S2,zone_median,3
PONTOGLIO,BS,commercial,67000,80000,2025S2,zone_median,3
POZZOLENGO,BS,apartment,145000,192500,2025S2,zone_median,2
POZZOLENGO,BS,house,140000,170000,2025S2,zone_median,2
POZZOLENGO,BS,villa,140000,170000,2025S2,zone_median,2
POZZOLENGO,BS,commercial,92000,110000,2025S2,zone_median,1
PRALBOINO,BS,apartment,83000,110000,2025S2,zone_median,1
PRALBOINO,BS,house,93000,120000,2025S2,zone_median,1
PRALBOINO,BS,villa,93000,120000,2025S2,zone_median,1
PRALBOINO,BS,commercial,71000,92000,2025S2,zone_median,1
PRESEGLIE,BS,apartment,78000,98000,2025S2,zone_median,1
PRESEGLIE,BS,house,89000,110000,2025S2,zone_median,1
PRESEGLIE,BS,villa,89000,110000,2025S2,zone_median,1
PRESEGLIE,BS,commercial,74000,92000,2025S2,zone_median,1
PREVALLE,BS,apartment,96500,117500,2025S2,zone_median,2
PREVALLE,BS,house,100000,130000,2025S2,zone_median,1
PREVALLE,BS,commercial,84500,101000,2025S2,zone_median,2
PREVALLE,BS,villa,100000,130000,2025S2,zone_median,1
PROVAGLIO VAL SABBIA,BS,apartment,60000,80000,2025S2,zone_median,2
PROVAGLIO VAL SABBIA,BS,house,77000,98000,2025S2,zone_median,1
PROVAGLIO VAL SABBIA,BS,villa,77000,98000,2025S2,zone_median,1
PROVAGLIO VAL SABBIA,BS,commercial,74000,92000,2025S2,zone_median,1
PROVAGLIO D`ISEO,BS,apartment,117500,152500,2025S2,zone_median,2
PROVAGLIO D`ISEO,BS,house,140000,170000,2025S2,zone_median,1
PROVAGLIO D`ISEO,BS,villa,140000,170000,2025S2,zone_median,1
PROVAGLIO D`ISEO,BS,commercial,95000,120000,2025S2,zone_median,2
PUEGNAGO DEL GARDA,BS,apartment,135000,177500,2025S2,zone_median,2
PUEGNAGO DEL GARDA,BS,house,145000,205000,2025S2,zone_median,2
PUEGNAGO DEL GARDA,BS,villa,145000,205000,2025S2,zone_median,2
PUEGNAGO DEL GARDA,BS,commercial,104000,135000,2025S2,zone_median,2
QUINZANO D`OGLIO,BS,apartment,96000,125000,2025S2,zone_median,2
QUINZANO D`OGLIO,BS,house,110000,145000,2025S2,zone_median,2
QUINZANO D`OGLIO,BS,villa,110000,145000,2025S2,zone_median,2
QUINZANO D`OGLIO,BS,commercial,78000,101000,2025S2,zone_median,2
REMEDELLO,BS,apartment,91000,110000,2025S2,zone_median,1
REMEDELLO,BS,house,100000,120000,2025S2,zone_median,1
REMEDELLO,BS,villa,100000,120000,2025S2,zone_median,1
REMEDELLO,BS,commercial,77000,98000,2025S2,zone_median,1
REZZATO,BS,apartment,100000,145000,2025S2,zone_median,3
REZZATO,BS,house,135000,195000,2025S2,zone_median,1
REZZATO,BS,villa,135000,195000,2025S2,zone_median,1
REZZATO,BS,commercial,101000,130000,2025S2,zone_median,2
ROCCAFRANCA,BS,apartment,88000,110000,2025S2,zone_median,1
ROCCAFRANCA,BS,house,99000,120000,2025S2,zone_median,1
ROCCAFRANCA,BS,villa,99000,120000,2025S2,zone_median,1
ROCCAFRANCA,BS,commercial,82000,110000,2025S2,zone_median,1
RODENGO-SAIANO,BS,apartment,115000,145000,2025S2,zone_median,3
RODENGO-SAIANO,BS,house,132500,175000,2025S2,zone_median,2
RODENGO-SAIANO,BS,villa,132500,175000,2025S2,zone_median,2
RODENGO-SAIANO,BS,commercial,89000,120000,2025S2,zone_median,2
ROE` VOLCIANO,BS,apartment,125000,147500,2025S2,zone_median,2
ROE` VOLCIANO,BS,house,135000,162500,2025S2,zone_median,2
ROE` VOLCIANO,BS,villa,135000,162500,2025S2,zone_median,2
ROE` VOLCIANO,BS,commercial,89000,115000,2025S2,zone_median,2
RONCADELLE,BS,apartment,155000,190000,2025S2,zone_median,3
RONCADELLE,BS,house,135000,175000,2025S2,zone_median,3
RONCADELLE,BS,villa,135000,175000,2025S2,zone_median,3
RONCADELLE,BS,commercial,98000,135000,2025S2,zone_median,2
ROVATO,BS,apartment,110000,150000,2025S2,zone_median,3
ROVATO,BS,house,130000,165000,2025S2,zone_median,3
ROVATO,BS,villa,130000,165000,2025S2,zone_median,3
ROVATO,BS,commercial,98000,110000,2025S2,zone_median,3
RUDIANO,BS,apartment,83500,112500,2025S2,zone_median,2
RUDIANO,BS,house,97500,117500,2025S2,zone_median,2
RUDIANO,BS,villa,97500,117500,2025S2,zone_median,2
RUDIANO,BS,commercial,73000,96000,2025S2,zone_median,2
SABBIO CHIESE,BS,apartment,84000,101500,2025S2,zone_median,2
SABBIO CHIESE,BS,house,93500,117500,2025S2,zone_median,2
SABBIO CHIESE,BS,villa,93500,117500,2025S2,zone_median,2
SABBIO CHIESE,BS,commercial,74000,89000,2025S2,zone_median,2
SALE MARASINO,BS,apartment,162500,210000,2025S2,zone_median,2
SALE MARASINO,BS,house,142500,190000,2025S2,zone_median,2
SALE MARASINO,BS,villa,142500,190000,2025S2,zone_median,2
SALE MARASINO,BS,commercial,86000,110000,2025S2,zone_median,2
SALO`,BS,apartment,245000,320000,2025S2,zone_median,3
SALO`,BS,house,265000,340000,2025S2,zone_median,3
SALO`,BS,villa,265000,340000,2025S2,zone_median,3
SALO`,BS,commercial,175000,225000,2025S2,zone_median,3
SAN FELICE DEL BENACO,BS,apartment,225000,270000,2025S2,zone_median,3
SAN FELICE DEL BENACO,BS,house,250000,300000,2025S2,zone_median,3
SAN FELICE DEL BENACO,BS,villa,250000,300000,2025S2,zone_median,3
SAN FELICE DEL BENACO,BS,commercial,110000,150000,2025S2,zone_median,3
SAN GERVASIO BRESCIANO,BS,apartment,76000,105000,2025S2,zone_median,1
SAN GERVASIO BRESCIANO,BS,house,91000,115000,2025S2,zone_median,1
SAN GERVASIO BRESCIANO,BS,villa,91000,115000,2025S2,zone_median,1
SAN GERVASIO BRESCIANO,BS,commercial,74000,92000,2025S2,zone_median,1
SAN ZENO NAVIGLIO,BS,apartment,162500,187500,2025S2,zone_median,2
SAN ZENO NAVIGLIO,BS,house,135000,170000,2025S2,zone_median,2
SAN ZENO NAVIGLIO,BS,villa,135000,170000,2025S2,zone_median,2
SAN ZENO NAVIGLIO,BS,commercial,97000,127500,2025S2,zone_median,2
SAREZZO,BS,apartment,98500,142500,2025S2,zone_median,2
SAREZZO,BS,house,117500,142500,2025S2,zone_median,2
SAREZZO,BS,villa,117500,142500,2025S2,zone_median,2
SAREZZO,BS,commercial,84500,111000,2025S2,zone_median,2
SAVIORE DELL`ADAMELLO,BS,apartment,71000,97000,2025S2,zone_median,2
SAVIORE DELL`ADAMELLO,BS,house,83500,109500,2025S2,zone_median,2
SAVIORE DELL`ADAMELLO,BS,villa,83500,109500,2025S2,zone_median,2
SAVIORE DELL`ADAMELLO,BS,commercial,66500,86000,2025S2,zone_median,2
SELLERO,BS,apartment,71000,97000,2025S2,zone_median,1
SELLERO,BS,house,83000,110000,2025S2,zone_median,1
SELLERO,BS,villa,83000,110000,2025S2,zone_median,1
SELLERO,BS,commercial,74000,92000,2025S2,zone_median,1
SENIGA,BS,apartment,80000,115000,2025S2,zone_median,1
SENIGA,BS,house,82000,115000,2025S2,zone_median,1
SENIGA,BS,villa,82000,115000,2025S2,zone_median,1
SENIGA,BS,commercial,74000,92000,2025S2,zone_median,1
SERLE,BS,apartment,82500,106500,2025S2,zone_median,2
SERLE,BS,house,89000,110000,2025S2,zone_median,1
SERLE,BS,commercial,74000,96000,2025S2,zone_median,2
SERLE,BS,villa,89000,110000,2025S2,zone_median,1
SIRMIONE,BS,apartment,275000,360000,2025S2,zone_median,5
SIRMIONE,BS,house,295000,390000,2025S2,zone_median,3
SIRMIONE,BS,villa,295000,390000,2025S2,zone_median,3
SIRMIONE,BS,commercial,197500,265000,2025S2,zone_median,4
SOIANO DEL LAGO,BS,apartment,180000,260000,2025S2,zone_median,3
SOIANO DEL LAGO,BS,house,190000,280000,2025S2,zone_median,3
SOIANO DEL LAGO,BS,villa,190000,280000,2025S2,zone_median,3
SOIANO DEL LAGO,BS,commercial,101000,137500,2025S2,zone_median,2
SONICO,BS,apartment,71000,97000,2025S2,zone_median,2
SONICO,BS,house,83500,109500,2025S2,zone_median,2
SONICO,BS,villa,83500,109500,2025S2,zone_median,2
SONICO,BS,commercial,59000,80000,2025S2,zone_median,2
SULZANO,BS,apartment,150000,195000,2025S2,zone_median,2
SULZANO,BS,house,145000,190000,2025S2,zone_median,2
SULZANO,BS,villa,145000,190000,2025S2,zone_median,2
SULZANO,BS,commercial,72500,90000,2025S2,zone_median,2
TEMU`,BS,apartment,212500,287500,2025S2,zone_median,2
TEMU`,BS,house,185000,270000,2025S2,zone_median,1
TEMU`,BS,villa,185000,270000,2025S2,zone_median,1
TEMU`,BS,commercial,155000,187500,2025S2,zone_median,2
TIGNALE,BS,apartment,135000,190000,2025S2,zone_median,1
TIGNALE,BS,house,135000,190000,2025S2,zone_median,1
TIGNALE,BS,commercial,98000,140000,2025S2,zone_median,1
TORBOLE CASAGLIA,BS,apartment,100500,122500,2025S2,zone_median,2
TORBOLE CASAGLIA,BS,house,104000,132500,2025S2,zone_median,2
TORBOLE CASAGLIA,BS,villa,104000,132500,2025S2,zone_median,2
TORBOLE CASAGLIA,BS,commercial,87500,109000,2025S2,zone_median,2
TOSCOLANO MADERNO,BS,apartment,235000,315000,2025S2,zone_median,2
TOSCOLANO MADERNO,BS,house,257500,325000,2025S2,zone_median,2
TOSCOLANO MADERNO,BS,villa,257500,325000,2025S2,zone_median,2
TOSCOLANO MADERNO,BS,commercial,100000,160000,2025S2,zone_median,2
TRAVAGLIATO,BS,apartment,120000,145000,2025S2,zone_median,3
TRAVAGLIATO,BS,house,135000,170000,2025S2,zone_median,3
TRAVAGLIATO,BS,villa,135000,170000,2025S2,zone_median,3
TRAVAGLIATO,BS,commercial,92000,120000,2025S2,zone_median,3
TREMOSINE,BS,apartment,127500,182500,2025S2,zone_median,2
TREMOSINE,BS,house,150000,210000,2025S2,zone_median,1
TREMOSINE,BS,commercial,90000,119000,2025S2,zone_median,2
TREMOSINE,BS,villa,150000,210000,2025S2,zone_median,1
TRENZANO,BS,apartment,84000,110000,2025S2,zone_median,2
TRENZANO,BS,house,83000,110000,2025S2,zone_median,1
